workerid,proliferate.condition,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,catch_trials,subject_information.age,subject_information.american,subject_information.comments,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1055,default,block1,danny,ai,0.02,8991,see,5,see,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,ballet,ai,0.05,7868,MC,6,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,mary,ai,0.06,7537,announce,7,announce,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,emma,ai,0.06,13920,think,8,think,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,kids,ai,0.94,11353,MC,9,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,owen,ai,0.05,10190,be_right,10,be_right,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,jon,ai,0.07,8036,reveal,11,reveal,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,jayden,ai,0.1,11231,establish,12,establish,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,josh,ai,0.06,21468,inform,13,inform,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,garage,ai,0.22,10638,MC,14,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,grace,ai,0.21,7112,confirm,15,confirm,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,mia,ai,0.36,7963,hear,16,hear,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,josie,ai,0.2,10126,suggest,17,suggest,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,jackson,ai,0.15,11277,confess,18,confess,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,pizza,ai,0.18,9894,MC,19,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,emily,ai,0.07,7651,prove,20,prove,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,isabella,ai,0.11,7881,admit,21,admit,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,olivia,ai,0.07,8631,discover,22,discover,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,zoe,ai,0.26,22504,acknowledge,23,acknowledge,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,muffins,ai,0.89,6578,MC,24,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,hat,ai,0.6,5605,MC,25,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,julian,ai,0.16,19531,know,26,know,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,frank,ai,0.58,7028,pretend,27,pretend,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,sophia,ai,0.21,5185,be_annoyed,28,be_annoyed,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,charley,ai,0.09,34148,demonstrate,29,demonstrate,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block1,tony,ai,0.15,8558,say,30,say,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,muffins,projective,0.17,11649,MC,32,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,emma,projective,0.35,28608,think,33,think,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,emily,projective,0.9,7948,prove,34,prove,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,jon,projective,0.81,6245,reveal,35,reveal,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,pizza,projective,0.82,8877,MC,36,MC,MC,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,owen,projective,0.27,12261,be_right,37,be_right,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,sophia,projective,0.98,5765,be_annoyed,38,be_annoyed,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,isabella,projective,0.95,8397,admit,39,admit,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,jackson,projective,0.93,8548,confess,40,confess,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
1055,default,block2,mary,projective,0.93,6045,announce,41,announce,C,[],33,Yes,,Female,english,Chrome,Windows,1080,1920,11.20455,
