workerid,proliferate.condition,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,catch_trials,subject_information.age,subject_information.american,subject_information.comments,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
2186,default,block1,sophia,projective,1,21201,announce,5,announce,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,isabella,projective,1,24076,be_annoyed,6,be_annoyed,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,pizza,projective,1,9487,MC,7,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,julian,projective,0.61,12130,establish,8,establish,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,jayden,projective,0.79,11019,confirm,9,confirm,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,josh,projective,0.34,9361,admit,10,admit,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,hat,projective,1,5818,MC,11,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,ballet,projective,1,6169,MC,12,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,jackson,projective,0.24,10747,be_right,13,be_right,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,olivia,projective,0,8189,pretend,14,pretend,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,emily,projective,0,7086,suggest,15,suggest,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,kids,projective,1,15451,MC,16,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,emma,projective,0.7,8474,prove,17,prove,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,mia,projective,0,5645,hear,18,hear,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,jon,projective,0.18,7467,see,19,see,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,muffins,projective,1,5941,MC,20,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,mary,projective,0,7332,confess,21,confess,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,danny,projective,1,9082,discover,22,discover,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,owen,projective,0.73,6632,acknowledge,23,acknowledge,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,zoe,projective,0.27,9128,demonstrate,24,demonstrate,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,garage,projective,1,11036,MC,25,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,tony,projective,1,10977,inform,26,inform,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,josie,projective,1,6229,know,27,know,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,grace,projective,0,7132,think,28,think,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,frank,projective,1,5469,reveal,29,reveal,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block1,charley,projective,0,7377,say,30,say,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,tony,ai,1,14084,inform,32,inform,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,jackson,ai,1,6662,be_right,33,be_right,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,sophia,ai,0.79,7369,announce,34,announce,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,isabella,ai,0,8091,be_annoyed,35,be_annoyed,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,mary,ai,0.29,5701,confess,36,confess,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,josie,ai,0,7606,know,37,know,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,jayden,ai,1,4867,confirm,38,confirm,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,pizza,ai,1,13614,MC,39,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,emma,ai,0.61,7755,prove,40,prove,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,josh,ai,0,7059,admit,41,admit,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,frank,ai,1,4712,reveal,42,reveal,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,danny,ai,0.98,5511,discover,43,discover,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,olivia,ai,0,5829,pretend,44,pretend,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,charley,ai,1,3787,say,45,say,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,muffins,ai,0.72,6673,MC,46,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,kids,ai,0,5029,MC,47,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,zoe,ai,0,3837,demonstrate,48,demonstrate,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,emily,ai,1,4650,suggest,49,suggest,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,mia,ai,1,3239,hear,50,hear,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,jon,ai,1,5557,see,51,see,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,grace,ai,1,4235,think,52,think,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,garage,ai,0,5929,MC,53,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,hat,ai,0.77,6335,MC,54,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,ballet,ai,1,5651,MC,55,MC,MC,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,julian,ai,0.26,4562,establish,56,establish,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2186,default,block2,owen,ai,1,4895,acknowledge,57,acknowledge,C,[],37,Yes,I was not sure which questions were the attention checks that was mentioned with be present but I did my best to analyze each question honestly.,Male,English,Chrome,Windows,1080,1920,8.817766666666667,
2018,default,block1,danny,projective,0.01,4494,pretend,5,pretend,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
2018,default,block1,emily,projective,0.04,6349,demonstrate,6,demonstrate,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
2018,default,block1,mary,projective,0.03,4126,say,7,say,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
2018,default,block1,grace,projective,0.01,4100,think,8,think,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
2018,default,block1,jayden,projective,0.01,3367,prove,9,prove,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
2018,default,block1,julian,projective,0.25,10086,reveal,10,reveal,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
2018,default,block1,zoe,projective,0.36,4321,confirm,11,confirm,C,[],38,Yes,,Female,English,Chrome,Linux,864,1536,8.263283333333334,
