workerid,proliferate.condition,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,catch_trials,subject_information.age,subject_information.american,subject_information.comments,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1833,default,block1,hat,projective,1,5593,MC,5,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,pizza,projective,1,7798,MC,6,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,danny,projective,0,11543,establish,7,establish,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,muffins,projective,1,6108,MC,8,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,ballet,projective,1,6522,MC,9,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,emily,projective,0.22,17188,announce,10,announce,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,tony,projective,0.3,6968,hear,11,hear,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,garage,projective,0.91,8368,MC,12,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,zoe,projective,0.21,22233,demonstrate,13,demonstrate,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,sophia,projective,0.64,8854,think,14,think,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,olivia,projective,0.18,6026,confess,15,confess,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,josie,projective,1,69119,be_annoyed,16,be_annoyed,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,frank,projective,1,5588,inform,17,inform,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,jon,projective,0.78,4778,discover,18,discover,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,julian,projective,1,4454,know,19,know,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,jayden,projective,1,6782,acknowledge,20,acknowledge,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,jackson,projective,0.37,17833,reveal,21,reveal,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,isabella,projective,0.23,24466,confirm,22,confirm,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,charley,projective,0.6,4308,admit,23,admit,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,emma,projective,0.26,5830,suggest,24,suggest,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,owen,projective,0.6,28609,see,25,see,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,josh,projective,0.24,15394,say,26,say,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,mia,projective,0.13,8214,prove,27,prove,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,kids,projective,1,11528,MC,28,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,grace,projective,0.27,33984,pretend,29,pretend,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block1,mary,projective,0,4720,be_right,30,be_right,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,kids,ai,0,7887,MC,32,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,tony,ai,1,5538,hear,33,hear,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,owen,ai,0.86,6258,see,34,see,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,zoe,ai,0.31,7052,demonstrate,35,demonstrate,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,emily,ai,0.76,10242,announce,36,announce,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,mary,ai,0.78,6092,be_right,37,be_right,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,olivia,ai,0.93,5668,confess,38,confess,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,charley,ai,0.86,4560,admit,39,admit,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,emma,ai,0.99,4784,suggest,40,suggest,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,ballet,ai,0.41,6368,MC,41,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,frank,ai,0.83,7858,inform,42,inform,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,julian,ai,0.89,8070,know,43,know,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,muffins,ai,0.72,6572,MC,44,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,isabella,ai,0.87,4640,confirm,45,confirm,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,mia,ai,0.87,4818,prove,46,prove,C,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
1833,default,block2,hat,ai,0.27,4786,MC,47,MC,MC,[],29,Yes,,Female,english,Chrome,Windows,1080,1920,9.350133333333334,
